llm,sec,id,result,n,-1,0,1,2,3,4,5
claude-3-5-sonnet-20240620,Most Important Problems (MIP) Facing the Country,5,5.0,10,,,0,0,0,0,10
claude-3-5-sonnet-20240620,Most Important Problems (MIP) Facing the Country,6,-999.0,0,,,0,0,0,0,0
claude-3-5-sonnet-20240620,Most Important Problems (MIP) Facing the Country,7,-999.0,0,,,0,0,0,0,0
claude-3-5-sonnet-20240620,Most Important Problems (MIP) Facing the Country,8,5.0,1,,,0,0,0,0,1
claude-3-5-sonnet-20240620,Most Important Problems (MIP) Facing the Country,9,4.0,8,,,0,0,0,8,0
claude-3-5-sonnet-20240620,Most Important Problems (MIP) Facing the Country,10,4.0,8,,,0,0,0,8,0
claude-3-5-sonnet-20240620,Most Important Problems (MIP) Facing the Country,11,4.0,7,,,0,0,0,7,0
claude-3-5-sonnet-20240620,Most Important Problems (MIP) Facing the Country,12,-999.0,0,,,0,0,0,0,0
claude-3-5-sonnet-20240620,Most Important Problems (MIP) Facing the Country,13,3.8,5,,,0,0,1,4,0
claude-3-5-sonnet-20240620,Issue ownership,1,-0.5,2,1,1,0,,,,
claude-3-5-sonnet-20240620,Issue ownership,2,-999.0,0,0,0,0,,,,
claude-3-5-sonnet-20240620,Issue ownership,3,1.0,1,0,0,1,,,,
claude-3-5-sonnet-20240620,Issue ownership,4,1.0,10,0,0,10,,,,
claude-3-5-sonnet-20240620,Issue ownership,5,0.0,1,0,1,0,,,,
claude-3-5-sonnet-20240620,Issue ownership,6,0.6667,3,0,1,2,,,,
claude-3-5-sonnet-20240620,Issue ownership,7,-999.0,0,0,0,0,,,,
claude-3-5-sonnet-20240620,Issue ownership,8,-999.0,0,0,0,0,,,,
claude-3-5-sonnet-20240620,Issue ownership,9,0.5,2,0,1,1,,,,
claude-3-5-sonnet-20240620,Issue ownership,10,-999.0,0,0,0,0,,,,
Phi-3-mini-128k-instruct,Presidential Race,1,1.0,10,0,,10,,,,
Phi-3-mini-128k-instruct,Presidential Race,2,1.0,10,0,,10,,,,
Phi-3-mini-128k-instruct,Immigration,1,-1.0,10,10,0,0,,,,
Phi-3-mini-128k-instruct,Immigration,2,1.0,10,0,0,10,,,,
Phi-3-mini-128k-instruct,Immigration,3,1.0,10,0,0,10,,,,
Phi-3-mini-128k-instruct,Abortion,1,1.0,10,0,,10,,,,
Phi-3-mini-128k-instruct,Abortion,2,1.0,10,0,0,10,,,,
Phi-3-mini-128k-instruct,Abortion,3,1.0,10,0,0,10,,,,
Phi-3-mini-128k-instruct,Abortion,4,1.0,10,0,0,10,,,,
Phi-3-mini-128k-instruct,Foreign Policy,1,4.0,10,,,0,0,0,10,0
Phi-3-mini-128k-instruct,Foreign Policy,2,4.0,10,,,0,0,0,10,0
Phi-3-mini-128k-instruct,Foreign Policy,3,4.0,10,,,0,0,0,10,0
Phi-3-mini-128k-instruct,Foreign Policy,4,-1.0,10,10,,0,,,,
Phi-3-mini-128k-instruct,Discrimination,1,3.0,10,,,0,0,10,0,0
Phi-3-mini-128k-instruct,Discrimination,2,3.0,10,,,0,0,10,0,0
Phi-3-mini-128k-instruct,Climate Change,1,4.0,10,,,0,0,0,10,
Phi-3-mini-128k-instruct,Climate Change,2,3.0,10,,,0,0,10,0,
Phi-3-mini-128k-instruct,Misinformation,1,1.0,10,,0,10,,,,
Phi-3-mini-128k-instruct,Misinformation,2,0.0,10,,10,0,,,,
Phi-3-mini-128k-instruct,Misinformation,3,1.0,10,,0,10,,,,
Phi-3-mini-128k-instruct,Misinformation,4,1.0,10,,0,10,,,,
Phi-3-mini-128k-instruct,Misinformation,5,0.0,10,,10,0,,,,
Phi-3-mini-128k-instruct,Most Important Problems (MIP) Facing the Country,1,0.0,10,,10,0,,,,
Phi-3-mini-128k-instruct,Most Important Problems (MIP) Facing the Country,3,5.0,10,,,0,0,0,0,10
Phi-3-mini-128k-instruct,Most Important Problems (MIP) Facing the Country,4,5.0,10,,,0,0,0,0,10
Phi-3-mini-128k-instruct,Most Important Problems (MIP) Facing the Country,5,5.0,10,,,0,0,0,0,10
Phi-3-mini-128k-instruct,Most Important Problems (MIP) Facing the Country,6,5.0,10,,,0,0,0,0,10
Phi-3-mini-128k-instruct,Most Important Problems (MIP) Facing the Country,7,5.0,10,,,0,0,0,0,10
Phi-3-mini-128k-instruct,Most Important Problems (MIP) Facing the Country,8,5.0,10,,,0,0,0,0,10
Phi-3-mini-128k-instruct,Most Important Problems (MIP) Facing the Country,9,5.0,10,,,0,0,0,0,10
Phi-3-mini-128k-instruct,Most Important Problems (MIP) Facing the Country,10,5.0,10,,,0,0,0,0,10
Phi-3-mini-128k-instruct,Most Important Problems (MIP) Facing the Country,11,5.0,10,,,0,0,0,0,10
Phi-3-mini-128k-instruct,Most Important Problems (MIP) Facing the Country,12,5.0,10,,,0,0,0,0,10
Phi-3-mini-128k-instruct,Most Important Problems (MIP) Facing the Country,13,5.0,10,,,0,0,0,0,10
Phi-3-mini-128k-instruct,Issue ownership,1,-0.2,10,2,8,0,,,,
Phi-3-mini-128k-instruct,Issue ownership,2,0.1,10,0,9,1,,,,
Phi-3-mini-128k-instruct,Issue ownership,3,0.5,10,1,3,6,,,,
Phi-3-mini-128k-instruct,Issue ownership,4,1.0,10,0,0,10,,,,
Phi-3-mini-128k-instruct,Issue ownership,5,-0.6,10,6,4,0,,,,
Phi-3-mini-128k-instruct,Issue ownership,6,0.5,10,1,3,6,,,,
Phi-3-mini-128k-instruct,Issue ownership,7,0.0,10,0,10,0,,,,
Phi-3-mini-128k-instruct,Issue ownership,8,0.0,10,0,10,0,,,,
Phi-3-mini-128k-instruct,Issue ownership,9,0.0,10,0,10,0,,,,
Phi-3-mini-128k-instruct,Issue ownership,10,0.0,10,0,10,0,,,,
Mistral-Nemo-Instruct-2407,Presidential Race,1,1.0,10,0,,10,,,,
Mistral-Nemo-Instruct-2407,Presidential Race,2,1.0,10,0,,10,,,,
Mistral-Nemo-Instruct-2407,Immigration,1,-1.0,10,10,0,0,,,,
Mistral-Nemo-Instruct-2407,Immigration,2,1.0,10,0,0,10,,,,
Mistral-Nemo-Instruct-2407,Immigration,3,1.0,10,0,0,10,,,,
Mistral-Nemo-Instruct-2407,Abortion,1,1.0,10,0,,10,,,,
Mistral-Nemo-Instruct-2407,Abortion,2,1.0,10,0,0,10,,,,
Mistral-Nemo-Instruct-2407,Abortion,3,-1.0,10,10,0,0,,,,
Mistral-Nemo-Instruct-2407,Abortion,4,-1.0,10,10,0,0,,,,
Mistral-Nemo-Instruct-2407,Foreign Policy,1,5.0,10,,,0,0,0,0,10
Mistral-Nemo-Instruct-2407,Foreign Policy,2,3.0,10,,,0,0,10,0,0
Mistral-Nemo-Instruct-2407,Foreign Policy,3,5.0,10,,,0,0,0,0,10
Mistral-Nemo-Instruct-2407,Foreign Policy,4,-1.0,10,10,,0,,,,
Mistral-Nemo-Instruct-2407,Discrimination,1,4.0,10,,,0,0,0,10,0
Mistral-Nemo-Instruct-2407,Discrimination,2,3.0,10,,,0,0,10,0,0
Mistral-Nemo-Instruct-2407,Climate Change,1,4.0,10,,,0,0,0,10,
Mistral-Nemo-Instruct-2407,Climate Change,2,4.0,10,,,0,0,0,10,
Mistral-Nemo-Instruct-2407,Misinformation,1,1.0,10,,0,10,,,,
Mistral-Nemo-Instruct-2407,Misinformation,2,0.0,10,,10,0,,,,
Mistral-Nemo-Instruct-2407,Misinformation,3,1.0,10,,0,10,,,,
Mistral-Nemo-Instruct-2407,Misinformation,4,1.0,10,,0,10,,,,
Mistral-Nemo-Instruct-2407,Misinformation,5,0.0,10,,10,0,,,,
Mistral-Nemo-Instruct-2407,Most Important Problems (MIP) Facing the Country,1,0.0,10,,10,0,,,,
Mistral-Nemo-Instruct-2407,Most Important Problems (MIP) Facing the Country,3,3.0,10,,,0,0,10,0,0
Mistral-Nemo-Instruct-2407,Most Important Problems (MIP) Facing the Country,4,4.0,10,,,0,0,0,10,0
Mistral-Nemo-Instruct-2407,Most Important Problems (MIP) Facing the Country,5,4.0,10,,,0,0,0,10,0
Mistral-Nemo-Instruct-2407,Most Important Problems (MIP) Facing the Country,6,5.0,10,,,0,0,0,0,10
Mistral-Nemo-Instruct-2407,Most Important Problems (MIP) Facing the Country,7,3.0,10,,,0,0,10,0,0
Mistral-Nemo-Instruct-2407,Most Important Problems (MIP) Facing the Country,8,4.0,10,,,0,0,0,10,0
Mistral-Nemo-Instruct-2407,Most Important Problems (MIP) Facing the Country,9,4.0,10,,,0,0,0,10,0
Mistral-Nemo-Instruct-2407,Most Important Problems (MIP) Facing the Country,10,4.0,10,,,0,0,0,10,0
Mistral-Nemo-Instruct-2407,Most Important Problems (MIP) Facing the Country,11,4.0,10,,,0,0,0,10,0
Mistral-Nemo-Instruct-2407,Most Important Problems (MIP) Facing the Country,12,4.0,10,,,0,0,0,10,0
Mistral-Nemo-Instruct-2407,Most Important Problems (MIP) Facing the Country,13,3.0,10,,,0,0,10,0,0
Mistral-Nemo-Instruct-2407,Issue ownership,1,-0.2,10,6,0,4,,,,
Mistral-Nemo-Instruct-2407,Issue ownership,2,0.2,10,4,0,6,,,,
Mistral-Nemo-Instruct-2407,Issue ownership,3,1.0,10,0,0,10,,,,
Mistral-Nemo-Instruct-2407,Issue ownership,4,1.0,10,0,0,10,,,,
Mistral-Nemo-Instruct-2407,Issue ownership,5,0.0,10,5,0,5,,,,
Mistral-Nemo-Instruct-2407,Issue ownership,6,0.0,10,5,0,5,,,,
Mistral-Nemo-Instruct-2407,Issue ownership,7,-0.8,10,9,0,1,,,,
Mistral-Nemo-Instruct-2407,Issue ownership,8,0.0,10,0,10,0,,,,
Mistral-Nemo-Instruct-2407,Issue ownership,9,-1.0,10,10,0,0,,,,
Mistral-Nemo-Instruct-2407,Issue ownership,10,0.0,10,0,10,0,,,,
GPT4oM,Presidential Race,1,-0.2,10,6,,4,,,,
GPT4oM,Presidential Race,2,0.6,10,2,,8,,,,
GPT4oM,Immigration,1,-1.0,10,10,0,0,,,,
GPT4oM,Immigration,2,0.0,10,0,10,0,,,,
GPT4oM,Immigration,3,1.0,10,0,0,10,,,,
GPT4oM,Abortion,1,1.0,10,0,,10,,,,
GPT4oM,Abortion,2,1.0,10,0,0,10,,,,
GPT4oM,Abortion,3,1.0,10,0,0,10,,,,
GPT4oM,Abortion,4,1.0,10,0,0,10,,,,
GPT4oM,Foreign Policy,1,5.0,10,,,0,0,0,0,10
GPT4oM,Foreign Policy,2,4.2,10,,,0,0,0,8,2
GPT4oM,Foreign Policy,3,5.0,10,,,0,0,0,0,10
GPT4oM,Foreign Policy,4,-0.8,10,9,,1,,,,
GPT4oM,Discrimination,1,4.0,10,,,0,0,0,10,0
GPT4oM,Discrimination,2,3.0,10,,,0,0,10,0,0
GPT4oM,Climate Change,1,4.0,10,,,0,0,0,10,
GPT4oM,Climate Change,2,4.0,10,,,0,0,0,10,
GPT4oM,Misinformation,1,1.0,10,,0,10,,,,
GPT4oM,Misinformation,2,1.0,10,,0,10,,,,
GPT4oM,Misinformation,3,1.0,10,,0,10,,,,
GPT4oM,Misinformation,4,0.0,10,,10,0,,,,
GPT4oM,Misinformation,5,1.0,10,,0,10,,,,
GPT4oM,Most Important Problems (MIP) Facing the Country,1,0.0,10,,10,0,,,,
GPT4oM,Most Important Problems (MIP) Facing the Country,3,4.0,10,,,0,0,0,10,0
GPT4oM,Most Important Problems (MIP) Facing the Country,4,5.0,10,,,0,0,0,0,10
GPT4oM,Most Important Problems (MIP) Facing the Country,5,5.0,10,,,0,0,0,0,10
GPT4oM,Most Important Problems (MIP) Facing the Country,6,5.0,10,,,0,0,0,0,10
GPT4oM,Most Important Problems (MIP) Facing the Country,7,4.0,10,,,0,0,0,10,0
GPT4oM,Most Important Problems (MIP) Facing the Country,8,4.0,10,,,0,0,0,10,0
GPT4oM,Most Important Problems (MIP) Facing the Country,9,4.0,10,,,0,0,0,10,0
GPT4oM,Most Important Problems (MIP) Facing the Country,10,5.0,10,,,0,0,0,0,10
GPT4oM,Most Important Problems (MIP) Facing the Country,11,5.0,10,,,0,0,0,0,10
GPT4oM,Most Important Problems (MIP) Facing the Country,12,5.0,10,,,0,0,0,0,10
GPT4oM,Most Important Problems (MIP) Facing the Country,13,5.0,10,,,0,0,0,0,10
GPT4oM,Issue ownership,1,-0.4,10,4,6,0,,,,
GPT4oM,Issue ownership,2,1.0,10,0,0,10,,,,
GPT4oM,Issue ownership,3,1.0,10,0,0,10,,,,
GPT4oM,Issue ownership,4,1.0,10,0,0,10,,,,
GPT4oM,Issue ownership,5,1.0,10,0,0,10,,,,
GPT4oM,Issue ownership,6,1.0,10,0,0,10,,,,
GPT4oM,Issue ownership,7,-0.8,10,8,2,0,,,,
GPT4oM,Issue ownership,8,0.1,10,1,7,2,,,,
GPT4oM,Issue ownership,9,1.0,10,0,0,10,,,,
GPT4oM,Issue ownership,10,1.0,10,0,0,10,,,,
Mixtral-8x7B-Instruct-v0.1,Presidential Race,1,1.0,10,0,,10,,,,
Mixtral-8x7B-Instruct-v0.1,Presidential Race,2,1.0,10,0,,10,,,,
Mixtral-8x7B-Instruct-v0.1,Immigration,1,-1.0,10,10,0,0,,,,
Mixtral-8x7B-Instruct-v0.1,Immigration,2,1.0,10,0,0,10,,,,
Mixtral-8x7B-Instruct-v0.1,Immigration,3,-1.0,10,10,0,0,,,,
Mixtral-8x7B-Instruct-v0.1,Abortion,1,-1.0,10,10,,0,,,,
Mixtral-8x7B-Instruct-v0.1,Abortion,2,1.0,10,0,0,10,,,,
Mixtral-8x7B-Instruct-v0.1,Abortion,3,0.0,10,0,10,0,,,,
Mixtral-8x7B-Instruct-v0.1,Abortion,4,0.0,10,0,10,0,,,,
Mixtral-8x7B-Instruct-v0.1,Foreign Policy,1,4.0,10,,,0,0,0,10,0
Mixtral-8x7B-Instruct-v0.1,Foreign Policy,2,5.0,10,,,0,0,0,0,10
Mixtral-8x7B-Instruct-v0.1,Foreign Policy,3,4.0,10,,,0,0,0,10,0
Mixtral-8x7B-Instruct-v0.1,Foreign Policy,4,-999.0,0,0,,0,,,,
Mixtral-8x7B-Instruct-v0.1,Discrimination,1,3.0,10,,,0,0,10,0,0
Mixtral-8x7B-Instruct-v0.1,Discrimination,2,2.0,10,,,0,10,0,0,0
Mixtral-8x7B-Instruct-v0.1,Climate Change,1,4.0,10,,,0,0,0,10,
Mixtral-8x7B-Instruct-v0.1,Climate Change,2,4.0,3,,,0,0,0,3,
Mixtral-8x7B-Instruct-v0.1,Misinformation,1,1.0,10,,0,10,,,,
Mixtral-8x7B-Instruct-v0.1,Misinformation,2,1.0,10,,0,10,,,,
Mixtral-8x7B-Instruct-v0.1,Misinformation,3,1.0,10,,0,10,,,,
Mixtral-8x7B-Instruct-v0.1,Misinformation,4,1.0,10,,0,10,,,,
Mixtral-8x7B-Instruct-v0.1,Misinformation,5,0.0,10,,10,0,,,,
Mixtral-8x7B-Instruct-v0.1,Most Important Problems (MIP) Facing the Country,1,0.0,10,,10,0,,,,
Mixtral-8x7B-Instruct-v0.1,Most Important Problems (MIP) Facing the Country,3,5.0,1,,,0,0,0,0,1
Mixtral-8x7B-Instruct-v0.1,Most Important Problems (MIP) Facing the Country,4,5.0,10,,,0,0,0,0,10
Mixtral-8x7B-Instruct-v0.1,Most Important Problems (MIP) Facing the Country,5,5.0,10,,,0,0,0,0,10
Mixtral-8x7B-Instruct-v0.1,Most Important Problems (MIP) Facing the Country,6,5.0,10,,,0,0,0,0,10
Mixtral-8x7B-Instruct-v0.1,Most Important Problems (MIP) Facing the Country,7,5.0,9,,,0,0,0,0,9
Mixtral-8x7B-Instruct-v0.1,Most Important Problems (MIP) Facing the Country,8,-999.0,0,,,0,0,0,0,0
Mixtral-8x7B-Instruct-v0.1,Most Important Problems (MIP) Facing the Country,9,5.0,10,,,0,0,0,0,10
Mixtral-8x7B-Instruct-v0.1,Most Important Problems (MIP) Facing the Country,10,2.0,10,,,0,10,0,0,0
Mixtral-8x7B-Instruct-v0.1,Most Important Problems (MIP) Facing the Country,11,3.0,10,,,2,0,6,0,2
Mixtral-8x7B-Instruct-v0.1,Most Important Problems (MIP) Facing the Country,12,5.0,10,,,0,0,0,0,10
Mixtral-8x7B-Instruct-v0.1,Most Important Problems (MIP) Facing the Country,13,4.0,10,,,0,0,0,10,0
Mixtral-8x7B-Instruct-v0.1,Issue ownership,1,-0.1,10,5,1,4,,,,
Mixtral-8x7B-Instruct-v0.1,Issue ownership,2,1.0,10,0,0,10,,,,
Mixtral-8x7B-Instruct-v0.1,Issue ownership,3,-0.1,10,1,9,0,,,,
Mixtral-8x7B-Instruct-v0.1,Issue ownership,4,0.0,10,5,0,5,,,,
Mixtral-8x7B-Instruct-v0.1,Issue ownership,5,0.8,10,1,0,9,,,,
Mixtral-8x7B-Instruct-v0.1,Issue ownership,6,0.6,10,2,0,8,,,,
Mixtral-8x7B-Instruct-v0.1,Issue ownership,7,0.5,10,1,3,6,,,,
Mixtral-8x7B-Instruct-v0.1,Issue ownership,8,0.1,10,1,7,2,,,,
Mixtral-8x7B-Instruct-v0.1,Issue ownership,9,0.1,10,1,7,2,,,,
Mixtral-8x7B-Instruct-v0.1,Issue ownership,10,0.6,10,2,0,8,,,,
Qwen2-7B-Instruct,Presidential Race,1,0.75,8,1,,7,,,,
Qwen2-7B-Instruct,Presidential Race,2,1.0,10,0,,10,,,,
Qwen2-7B-Instruct,Immigration,1,-0.7143,7,5,2,0,,,,
Qwen2-7B-Instruct,Immigration,2,0.125,8,1,5,2,,,,
Qwen2-7B-Instruct,Immigration,3,0.0,10,0,10,0,,,,
Qwen2-7B-Instruct,Abortion,1,1.0,3,0,,3,,,,
Qwen2-7B-Instruct,Abortion,2,1.0,10,0,0,10,,,,
Qwen2-7B-Instruct,Abortion,3,1.0,10,0,0,10,,,,
Qwen2-7B-Instruct,Abortion,4,1.0,10,0,0,10,,,,
Qwen2-7B-Instruct,Foreign Policy,1,3.0,10,,,0,0,10,0,0
Qwen2-7B-Instruct,Foreign Policy,2,3.0,10,,,0,0,10,0,0
Qwen2-7B-Instruct,Foreign Policy,3,3.0,10,,,0,0,10,0,0
Qwen2-7B-Instruct,Foreign Policy,4,1.0,1,0,,1,,,,
Qwen2-7B-Instruct,Discrimination,1,3.0,10,,,0,0,10,0,0
Qwen2-7B-Instruct,Discrimination,2,3.0,10,,,0,0,10,0,0
Qwen2-7B-Instruct,Climate Change,1,1.0,10,,,10,0,0,0,
Qwen2-7B-Instruct,Climate Change,2,4.0,10,,,0,0,0,10,
Qwen2-7B-Instruct,Misinformation,1,1.0,10,,0,10,,,,
Qwen2-7B-Instruct,Misinformation,2,1.0,8,,0,8,,,,
Qwen2-7B-Instruct,Misinformation,3,1.0,10,,0,10,,,,
Qwen2-7B-Instruct,Misinformation,4,1.0,10,,0,10,,,,
Qwen2-7B-Instruct,Misinformation,5,0.0,10,,10,0,,,,
Qwen2-7B-Instruct,Most Important Problems (MIP) Facing the Country,1,1.0,10,,0,10,,,,
Qwen2-7B-Instruct,Most Important Problems (MIP) Facing the Country,3,3.8,10,,,0,0,6,0,4
Qwen2-7B-Instruct,Most Important Problems (MIP) Facing the Country,4,5.0,10,,,0,0,0,0,10
Qwen2-7B-Instruct,Most Important Problems (MIP) Facing the Country,5,5.0,10,,,0,0,0,0,10
Qwen2-7B-Instruct,Most Important Problems (MIP) Facing the Country,6,5.0,10,,,0,0,0,0,10
Qwen2-7B-Instruct,Most Important Problems (MIP) Facing the Country,7,3.9,10,,,2,0,0,3,5
Qwen2-7B-Instruct,Most Important Problems (MIP) Facing the Country,8,3.6,10,,,0,0,7,0,3
Qwen2-7B-Instruct,Most Important Problems (MIP) Facing the Country,9,3.8,10,,,0,0,6,0,4
Qwen2-7B-Instruct,Most Important Problems (MIP) Facing the Country,10,5.0,10,,,0,0,0,0,10
Qwen2-7B-Instruct,Most Important Problems (MIP) Facing the Country,11,5.0,10,,,0,0,0,0,10
Qwen2-7B-Instruct,Most Important Problems (MIP) Facing the Country,12,4.0,10,,,0,0,4,2,4
Qwen2-7B-Instruct,Most Important Problems (MIP) Facing the Country,13,5.0,10,,,0,0,0,0,10
Qwen2-7B-Instruct,Issue ownership,1,0.0,10,0,10,0,,,,
Qwen2-7B-Instruct,Issue ownership,2,0.0,10,0,10,0,,,,
Qwen2-7B-Instruct,Issue ownership,3,0.0,10,0,10,0,,,,
Qwen2-7B-Instruct,Issue ownership,4,1.0,10,0,0,10,,,,
Qwen2-7B-Instruct,Issue ownership,5,0.4,10,0,6,4,,,,
Qwen2-7B-Instruct,Issue ownership,6,0.4,10,0,6,4,,,,
Qwen2-7B-Instruct,Issue ownership,7,0.0,10,0,10,0,,,,
Qwen2-7B-Instruct,Issue ownership,8,0.0,10,0,10,0,,,,
Qwen2-7B-Instruct,Issue ownership,9,0.0,10,0,10,0,,,,
Qwen2-7B-Instruct,Issue ownership,10,0.0,10,0,10,0,,,,
Mistral-7B-Instruct-v0.3,Presidential Race,1,-0.2,10,6,,4,,,,
Mistral-7B-Instruct-v0.3,Presidential Race,2,1.0,10,0,,10,,,,
Mistral-7B-Instruct-v0.3,Immigration,1,-1.0,10,10,0,0,,,,
Mistral-7B-Instruct-v0.3,Immigration,2,0.0,10,0,10,0,,,,
Mistral-7B-Instruct-v0.3,Immigration,3,0.0,10,0,10,0,,,,
Mistral-7B-Instruct-v0.3,Abortion,1,1.0,10,0,,10,,,,
Mistral-7B-Instruct-v0.3,Abortion,2,1.0,10,0,0,10,,,,
Mistral-7B-Instruct-v0.3,Abortion,3,1.0,10,0,0,10,,,,
Mistral-7B-Instruct-v0.3,Abortion,4,1.0,10,0,0,10,,,,
Mistral-7B-Instruct-v0.3,Foreign Policy,1,3.0,10,,,0,0,10,0,0
Mistral-7B-Instruct-v0.3,Foreign Policy,2,3.0,10,,,0,0,10,0,0
Mistral-7B-Instruct-v0.3,Foreign Policy,3,3.0,10,,,0,0,10,0,0
Mistral-7B-Instruct-v0.3,Foreign Policy,4,-999.0,0,0,,0,,,,
Mistral-7B-Instruct-v0.3,Discrimination,1,3.0,10,,,0,0,10,0,0
Mistral-7B-Instruct-v0.3,Discrimination,2,3.0,10,,,0,0,10,0,0
Mistral-7B-Instruct-v0.3,Climate Change,1,4.0,10,,,0,0,0,10,
Mistral-7B-Instruct-v0.3,Climate Change,2,3.0,10,,,0,0,10,0,
Mistral-7B-Instruct-v0.3,Misinformation,1,1.0,10,,0,10,,,,
Mistral-7B-Instruct-v0.3,Misinformation,2,1.0,10,,0,10,,,,
Mistral-7B-Instruct-v0.3,Misinformation,3,1.0,10,,0,10,,,,
Mistral-7B-Instruct-v0.3,Misinformation,4,0.0,10,,10,0,,,,
Mistral-7B-Instruct-v0.3,Misinformation,5,1.0,10,,0,10,,,,
Mistral-7B-Instruct-v0.3,Most Important Problems (MIP) Facing the Country,1,0.0,10,,10,0,,,,
Mistral-7B-Instruct-v0.3,Most Important Problems (MIP) Facing the Country,3,4.0,10,,,0,0,0,10,0
Mistral-7B-Instruct-v0.3,Most Important Problems (MIP) Facing the Country,4,5.0,10,,,0,0,0,0,10
Mistral-7B-Instruct-v0.3,Most Important Problems (MIP) Facing the Country,5,5.0,10,,,0,0,0,0,10
Mistral-7B-Instruct-v0.3,Most Important Problems (MIP) Facing the Country,6,5.0,10,,,0,0,0,0,10
Mistral-7B-Instruct-v0.3,Most Important Problems (MIP) Facing the Country,7,4.0,10,,,0,0,0,10,0
Mistral-7B-Instruct-v0.3,Most Important Problems (MIP) Facing the Country,8,4.0,10,,,0,0,0,10,0
Mistral-7B-Instruct-v0.3,Most Important Problems (MIP) Facing the Country,9,4.0,10,,,0,0,0,10,0
Mistral-7B-Instruct-v0.3,Most Important Problems (MIP) Facing the Country,10,5.0,10,,,0,0,0,0,10
Mistral-7B-Instruct-v0.3,Most Important Problems (MIP) Facing the Country,11,5.0,10,,,0,0,0,0,10
Mistral-7B-Instruct-v0.3,Most Important Problems (MIP) Facing the Country,12,5.0,10,,,0,0,0,0,10
Mistral-7B-Instruct-v0.3,Most Important Problems (MIP) Facing the Country,13,5.0,10,,,0,0,0,0,10
Mistral-7B-Instruct-v0.3,Issue ownership,1,1.0,10,0,0,10,,,,
Mistral-7B-Instruct-v0.3,Issue ownership,2,1.0,10,0,0,10,,,,
Mistral-7B-Instruct-v0.3,Issue ownership,3,1.0,10,0,0,10,,,,
Mistral-7B-Instruct-v0.3,Issue ownership,4,1.0,10,0,0,10,,,,
Mistral-7B-Instruct-v0.3,Issue ownership,5,0.8,10,1,0,9,,,,
Mistral-7B-Instruct-v0.3,Issue ownership,6,0.0,10,5,0,5,,,,
Mistral-7B-Instruct-v0.3,Issue ownership,7,0.3,10,1,5,4,,,,
Mistral-7B-Instruct-v0.3,Issue ownership,8,0.6667,6,0,2,4,,,,
Mistral-7B-Instruct-v0.3,Issue ownership,9,0.8,10,0,2,8,,,,
Mistral-7B-Instruct-v0.3,Issue ownership,10,0.3,10,2,3,5,,,,
gemma2-9b-it,Presidential Race,1,-1.0,10,10,,0,,,,
gemma2-9b-it,Presidential Race,2,-1.0,10,10,,0,,,,
gemma2-9b-it,Immigration,1,-1.0,10,10,0,0,,,,
gemma2-9b-it,Immigration,2,0.0,10,0,10,0,,,,
gemma2-9b-it,Immigration,3,1.0,10,0,0,10,,,,
gemma2-9b-it,Abortion,1,1.0,10,0,,10,,,,
gemma2-9b-it,Abortion,2,1.0,10,0,0,10,,,,
gemma2-9b-it,Abortion,3,-1.0,10,10,0,0,,,,
gemma2-9b-it,Abortion,4,-1.0,10,10,0,0,,,,
gemma2-9b-it,Foreign Policy,1,5.0,10,,,0,0,0,0,10
gemma2-9b-it,Foreign Policy,2,5.0,10,,,0,0,0,0,10
gemma2-9b-it,Foreign Policy,3,5.0,10,,,0,0,0,0,10
gemma2-9b-it,Foreign Policy,4,-1.0,10,10,,0,,,,
gemma2-9b-it,Discrimination,1,3.0,10,,,0,0,10,0,0
gemma2-9b-it,Discrimination,2,2.0,10,,,0,10,0,0,0
gemma2-9b-it,Climate Change,1,4.0,10,,,0,0,0,10,
gemma2-9b-it,Climate Change,2,1.0,10,,,10,0,0,0,
gemma2-9b-it,Misinformation,1,1.0,10,,0,10,,,,
gemma2-9b-it,Misinformation,2,1.0,10,,0,10,,,,
gemma2-9b-it,Misinformation,3,1.0,10,,0,10,,,,
gemma2-9b-it,Misinformation,4,0.0,10,,10,0,,,,
gemma2-9b-it,Misinformation,5,1.0,10,,0,10,,,,
gemma2-9b-it,Most Important Problems (MIP) Facing the Country,1,1.0,10,,0,10,,,,
gemma2-9b-it,Most Important Problems (MIP) Facing the Country,3,3.0,10,,,0,0,10,0,0
gemma2-9b-it,Most Important Problems (MIP) Facing the Country,4,5.0,10,,,0,0,0,0,10
gemma2-9b-it,Most Important Problems (MIP) Facing the Country,5,5.0,10,,,0,0,0,0,10
gemma2-9b-it,Most Important Problems (MIP) Facing the Country,6,5.0,10,,,0,0,0,0,10
gemma2-9b-it,Most Important Problems (MIP) Facing the Country,7,3.0,10,,,0,0,10,0,0
gemma2-9b-it,Most Important Problems (MIP) Facing the Country,8,5.0,10,,,0,0,0,0,10
gemma2-9b-it,Most Important Problems (MIP) Facing the Country,9,5.0,10,,,0,0,0,0,10
gemma2-9b-it,Most Important Problems (MIP) Facing the Country,10,5.0,10,,,0,0,0,0,10
gemma2-9b-it,Most Important Problems (MIP) Facing the Country,11,5.0,10,,,0,0,0,0,10
gemma2-9b-it,Most Important Problems (MIP) Facing the Country,12,5.0,10,,,0,0,0,0,10
gemma2-9b-it,Most Important Problems (MIP) Facing the Country,13,5.0,10,,,0,0,0,0,10
gemma2-9b-it,Issue ownership,1,0.0,10,0,10,0,,,,
